<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.23	01:00:00	4498.10	4499.20	4494.05	4498.57	353	0	52
2026.03.23	01:01:00	4498.54	4509.18	4496.42	4507.06	402	0	54
2026.03.23	01:02:00	4507.33	4510.41	4505.30	4507.40	356	0	53
2026.03.23	01:03:00	4507.37	4507.80	4500.06	4500.55	322	0	46
2026.03.23	01:04:00	4500.65	4501.60	4497.72	4499.02	315	0	55
2026.03.23	01:05:00	4499.04	4505.14	4499.04	4503.39	312	0	55
2026.03.23	01:06:00	4503.27	4505.60	4496.49	4496.49	284	0	51
2026.03.23	01:07:00	4496.48	4496.48	4487.69	4492.96	343	0	53
2026.03.23	01:08:00	4492.95	4494.97	4490.85	4491.22	263	0	34
2026.03.23	01:09:00	4491.32	4495.06	4491.23	4494.95	277	0	55
2026.03.23	01:10:00	4495.07	4499.46	4494.31	4497.17	379	0	51
2026.03.23	01:11:00	4497.23	4497.54	4490.61	4490.68	324	0	55
2026.03.23	01:12:00	4490.79	4490.81	4485.35	4490.15	352	0	52
2026.03.23	01:13:00	4490.11	4494.95	4488.01	4492.91	352	0	30
2026.03.23	01:14:00	4492.92	4496.65	4490.37	4490.38	311	0	30
2026.03.23	01:15:00	4490.37	4495.49	4489.76	4495.49	250	0	55
2026.03.23	01:16:00	4495.47	4499.54	4493.08	4498.13	350	0	50
2026.03.23	01:17:00	4498.14	4499.28	4495.23	4498.48	325	0	51
2026.03.23	01:18:00	4498.47	4499.21	4496.63	4497.66	292	0	53
2026.03.23	01:19:00	4497.70	4498.11	4490.55	4490.58	317	0	41
2026.03.23	01:20:00	4490.57	4492.63	4489.42	4489.80	342	0	54
2026.03.23	01:21:00	4489.78	4489.78	4485.12	4488.81	399	0	53
2026.03.23	01:22:00	4488.93	4492.14	4488.35	4492.14	360	0	54
2026.03.23	01:23:00	4492.12	4492.12	4489.45	4489.55	264	0	51
2026.03.23	01:24:00	4489.61	4491.72	4487.36	4489.51	286	0	30
2026.03.23	01:25:00	4489.54	4489.82	4483.66	4483.97	320	0	52
2026.03.23	01:26:00	4483.98	4486.55	4482.38	4483.73	329	0	52
2026.03.23	01:27:00	4483.77	4491.05	4483.56	4490.98	342	0	30
2026.03.23	01:28:00	4490.92	4491.88	4484.67	4484.86	307	0	30
2026.03.23	01:29:00	4484.90	4487.29	4484.14	4485.08	309	0	54
2026.03.23	01:30:00	4485.04	4486.63	4480.90	4481.99	328	0	54
2026.03.23	01:31:00	4481.95	4486.30	4481.95	4485.55	339	0	51
2026.03.23	01:32:00	4485.62	4488.21	4482.32	4487.80	282	0	52
2026.03.23	01:33:00	4487.73	4487.73	4482.52	4484.48	296	0	35
2026.03.23	01:34:00	4484.54	4484.92	4479.95	4482.17	331	0	53
2026.03.23	01:35:00	4482.09	4485.30	4480.55	4480.83	293	0	52
2026.03.23	01:36:00	4480.81	4481.41	4472.40	4478.38	405	0	53
2026.03.23	01:37:00	4478.37	4480.09	4474.35	4475.83	309	0	54
2026.03.23	01:38:00	4475.77	4480.78	4475.63	4480.66	261	0	53
2026.03.23	01:39:00	4480.55	4481.04	4477.84	4478.66	222	0	52
2026.03.23	01:40:00	4478.67	4480.56	4477.74	4480.20	254	0	53
2026.03.23	01:41:00	4479.91	4480.63	4478.38	4480.12	185	0	50
2026.03.23	01:42:00	4479.66	4483.99	4478.86	4483.74	235	0	51
2026.03.23	01:43:00	4483.72	4490.42	4483.58	4489.11	456	0	55
2026.03.23	01:44:00	4489.15	4490.85	4487.21	4488.39	384	0	55
2026.03.23	01:45:00	4488.71	4493.41	4487.63	4492.02	445	0	54
2026.03.23	01:46:00	4491.89	4492.24	4481.93	4482.07	414	0	54
2026.03.23	01:47:00	4482.08	4484.81	4480.78	4481.14	455	0	54
2026.03.23	01:48:00	4481.15	4481.96	4459.42	4460.87	461	0	42
2026.03.23	01:49:00	4460.86	4466.70	4460.25	4462.63	418	0	52
2026.03.23	01:50:00	4462.75	4466.95	4462.23	4464.38	392	0	55
2026.03.23	01:51:00	4465.00	4470.27	4465.00	4466.89	419	0	53
2026.03.23	01:52:00	4467.87	4470.45	4462.65	4462.87	424	0	54
2026.03.23	01:53:00	4463.03	4463.37	4453.24	4455.31	466	0	52
2026.03.23	01:54:00	4455.33	4458.04	4452.28	4458.03	445	0	55
2026.03.23	01:55:00	4458.31	4465.56	4458.13	4461.69	469	0	54
2026.03.23	01:56:00	4461.67	4463.47	4460.66	4463.47	418	0	52
2026.03.23	01:57:00	4463.76	4464.96	4461.21	4463.07	386	0	56
2026.03.23	01:58:00	4463.06	4463.96	4459.55	4460.51	370	0	56
2026.03.23	01:59:00	4460.45	4469.81	4460.45	4464.58	498	0	30
2026.03.23	02:00:00	4464.55	4472.98	4464.55	4468.32	547	0	55
2026.03.23	02:01:00	4468.29	4469.39	4455.61	4455.61	486	0	53
2026.03.23	02:02:00	4455.82	4459.10	4450.92	4452.33	539	0	52
2026.03.23	02:03:00	4452.38	4453.45	4435.08	4435.53	543	0	30
2026.03.23	02:04:00	4435.63	4443.65	4434.80	4440.33	553	0	30
2026.03.23	02:05:00	4440.25	4441.29	4425.25	4425.29	544	0	52
2026.03.23	02:06:00	4425.28	4439.19	4425.28	4438.33	544	0	50
2026.03.23	02:07:00	4438.34	4448.33	4436.12	4446.22	509	0	40
2026.03.23	02:08:00	4446.31	4452.97	4445.25	4445.50	477	0	52
2026.03.23	02:09:00	4445.58	4451.93	4439.52	4439.61	503	0	30
2026.03.23	02:10:00	4439.60	4439.95	4436.61	4438.53	466	0	30
2026.03.23	02:11:00	4438.60	4448.06	4437.31	4447.54	469	0	50
2026.03.23	02:12:00	4447.58	4448.84	4444.58	4447.59	486	0	50
2026.03.23	02:13:00	4447.58	4448.08	4440.45	4440.94	435	0	54
2026.03.23	02:14:00	4440.88	4443.38	4435.08	4436.50	424	0	50
2026.03.23	02:15:00	4436.54	4436.89	4404.37	4415.36	582	0	30
2026.03.23	02:16:00	4415.40	4421.13	4409.06	4416.66	541	0	30
2026.03.23	02:17:00	4416.63	4417.73	4411.86	4415.27	525	0	30
2026.03.23	02:18:00	4415.39	4425.40	4414.84	4425.40	473	0	53
2026.03.23	02:19:00	4425.31	4432.23	4424.59	4424.92	469	0	50
2026.03.23	02:20:00	4424.89	4429.41	4420.72	4420.79	439	0	55
2026.03.23	02:21:00	4420.80	4433.44	4420.11	4431.52	508	0	30
2026.03.23	02:22:00	4431.53	4431.68	4424.80	4429.63	464	0	51
2026.03.23	02:23:00	4429.53	4439.22	4429.51	4435.49	438	0	33
2026.03.23	02:24:00	4435.52	4440.91	4432.32	4439.91	445	0	54
2026.03.23	02:25:00	4439.89	4445.11	4439.51	4441.71	465	0	51
2026.03.23	02:26:00	4441.68	4441.71	4436.36	4437.29	445	0	35
2026.03.23	02:27:00	4437.30	4437.53	4426.46	4427.16	480	0	52
2026.03.23	02:28:00	4427.15	4429.09	4424.17	4424.58	459	0	30
2026.03.23	02:29:00	4424.59	4428.45	4424.05	4427.04	413	0	54
2026.03.23	02:30:00	4427.01	4434.33	4426.78	4434.14	424	0	55
2026.03.23	02:31:00	4434.16	4436.58	4423.44	4423.50	480	0	35
2026.03.23	02:32:00	4423.59	4428.66	4420.67	4422.29	516	0	50
2026.03.23	02:33:00	4422.26	4423.30	4418.15	4418.39	452	0	30
2026.03.23	02:34:00	4418.33	4418.95	4399.22	4400.83	554	0	30
2026.03.23	02:35:00	4400.90	4401.24	4364.48	4366.90	583	0	52
2026.03.23	02:36:00	4367.05	4371.71	4337.88	4347.06	588	0	30
2026.03.23	02:37:00	4348.02	4353.22	4331.44	4331.44	586	0	30
2026.03.23	02:38:00	4331.85	4353.76	4330.02	4338.00	563	0	55
2026.03.23	02:39:00	4338.02	4360.80	4336.01	4349.82	561	0	30
2026.03.23	02:40:00	4349.89	4357.70	4343.91	4352.94	563	0	56
2026.03.23	02:41:00	4353.21	4360.21	4349.10	4350.01	573	0	52
2026.03.23	02:42:00	4350.05	4356.34	4347.82	4350.92	508	0	56
2026.03.23	02:43:00	4350.73	4359.64	4350.66	4358.06	535	0	53
2026.03.23	02:44:00	4358.74	4364.98	4355.28	4361.81	517	0	51
2026.03.23	02:45:00	4362.31	4367.14	4349.78	4360.77	563	0	52
2026.03.23	02:46:00	4360.79	4361.56	4355.32	4360.00	450	0	54
2026.03.23	02:47:00	4360.24	4360.67	4347.44	4354.89	504	0	51
2026.03.23	02:48:00	4354.86	4355.52	4344.24	4349.92	518	0	54
2026.03.23	02:49:00	4350.02	4356.11	4345.22	4345.42	490	0	34
2026.03.23	02:50:00	4345.43	4352.45	4344.93	4351.85	508	0	51
2026.03.23	02:51:00	4351.99	4360.61	4350.41	4351.97	549	0	50
2026.03.23	02:52:00	4351.92	4352.48	4319.40	4321.66	539	0	30
2026.03.23	02:53:00	4321.65	4333.23	4320.45	4330.86	561	0	56
2026.03.23	02:54:00	4331.08	4336.09	4324.46	4335.57	558	0	54
2026.03.23	02:55:00	4335.51	4341.08	4329.13	4338.01	526	0	50
2026.03.23	02:56:00	4338.05	4343.69	4338.03	4343.65	503	0	55
2026.03.23	02:57:00	4343.64	4356.57	4341.00	4356.57	475	0	54
2026.03.23	02:58:00	4356.55	4370.99	4352.96	4367.57	567	0	36
2026.03.23	02:59:00	4367.53	4367.64	4353.55	4353.98	530	0	51
2026.03.23	03:00:00	4353.99	4354.82	4330.34	4344.57	592	0	53
2026.03.23	03:01:00	4344.83	4360.43	4338.11	4357.18	582	0	49
2026.03.23	03:02:00	4357.15	4358.83	4347.53	4358.05	573	0	53
2026.03.23	03:03:00	4358.34	4365.10	4355.39	4360.43	574	0	54
2026.03.23	03:04:00	4360.34	4380.72	4358.94	4376.61	591	0	30
2026.03.23	03:05:00	4377.01	4390.99	4376.21	4390.40	582	0	30
2026.03.23	03:06:00	4390.36	4396.52	4386.63	4389.01	573	0	55
2026.03.23	03:07:00	4388.97	4395.06	4386.47	4392.57	544	0	53
2026.03.23	03:08:00	4392.48	4415.98	4388.32	4412.06	600	0	30
2026.03.23	03:09:00	4412.04	4412.18	4394.60	4401.28	599	0	53
2026.03.23	03:10:00	4401.19	4406.02	4394.91	4400.56	579	0	30
2026.03.23	03:11:00	4400.50	4417.98	4399.77	4417.32	575	0	52
2026.03.23	03:12:00	4417.23	4421.34	4410.15	4420.32	579	0	51
2026.03.23	03:13:00	4420.40	4422.54	4405.33	4407.70	564	0	37
2026.03.23	03:14:00	4407.69	4411.90	4403.40	4407.82	520	0	52
2026.03.23	03:15:00	4407.96	4424.80	4406.94	4424.17	566	0	39
2026.03.23	03:16:00	4424.26	4426.91	4412.88	4424.93	551	0	54
2026.03.23	03:17:00	4424.89	4428.11	4420.71	4424.27	539	0	55
2026.03.23	03:18:00	4424.48	4436.35	4423.50	4430.02	560	0	50
2026.03.23	03:19:00	4430.05	4433.37	4425.84	4429.13	565	0	52
2026.03.23	03:20:00	4428.87	4429.98	4421.40	4423.17	534	0	54
2026.03.23	03:21:00	4423.27	4430.27	4422.05	4422.33	504	0	51
2026.03.23	03:22:00	4422.24	4442.76	4422.07	4442.17	577	0	53
2026.03.23	03:23:00	4442.19	4443.66	4434.91	4437.92	549	0	52
2026.03.23	03:24:00	4437.90	4438.09	4431.62	4432.05	515	0	56
2026.03.23	03:25:00	4432.06	4434.10	4420.88	4421.72	550	0	53
2026.03.23	03:26:00	4421.52	4427.09	4420.42	4423.57	560	0	53
2026.03.23	03:27:00	4423.53	4427.75	4421.26	4422.68	523	0	53
2026.03.23	03:28:00	4422.67	4426.72	4420.68	4422.13	533	0	55
2026.03.23	03:29:00	4422.14	4424.81	4420.78	4421.75	446	0	55
2026.03.23	03:30:00	4421.85	4433.04	4416.38	4433.00	576	0	38
2026.03.23	03:31:00	4433.07	4445.50	4430.46	4445.13	590	0	30
2026.03.23	03:32:00	4445.05	4448.55	4441.42	4443.76	583	0	50
2026.03.23	03:33:00	4443.66	4453.97	4437.43	4447.99	571	0	54
2026.03.23	03:34:00	4447.95	4450.07	4438.51	4441.48	583	0	44
2026.03.23	03:35:00	4441.38	4443.23	4434.94	4435.11	563	0	53
2026.03.23	03:36:00	4435.15	4439.10	4432.47	4435.11	562	0	38
2026.03.23	03:37:00	4435.12	4447.57	4432.55	4445.08	535	0	51
2026.03.23	03:38:00	4445.03	4449.45	4444.33	4447.28	544	0	49
2026.03.23	03:39:00	4447.27	4447.44	4441.66	4444.72	511	0	55
2026.03.23	03:40:00	4444.65	4445.05	4439.31	4440.10	524	0	52
2026.03.23	03:41:00	4440.09	4441.26	4435.07	4439.10	545	0	51
2026.03.23	03:42:00	4439.20	4439.62	4435.00	4438.34	543	0	38
2026.03.23	03:43:00	4438.39	4438.39	4430.29	4430.48	532	0	53
2026.03.23	03:44:00	4430.54	4435.44	4428.01	4435.36	559	0	35
2026.03.23	03:45:00	4435.41	4436.58	4432.08	4432.33	546	0	55
2026.03.23	03:46:00	4432.06	4432.06	4424.64	4427.56	566	0	53
2026.03.23	03:47:00	4428.14	4429.17	4422.16	4424.18	542	0	54
2026.03.23	03:48:00	4424.09	4424.28	4412.93	4418.11	561	0	51
2026.03.23	03:49:00	4418.13	4418.64	4410.84	4412.64	578	0	53
2026.03.23	03:50:00	4412.65	4414.98	4409.56	4410.15	547	0	30
2026.03.23	03:51:00	4410.16	4414.37	4407.86	4408.81	541	0	50
2026.03.23	03:52:00	4409.20	4410.17	4404.07	4404.67	565	0	53
2026.03.23	03:53:00	4404.50	4413.36	4404.08	4411.81	503	0	50
2026.03.23	03:54:00	4411.75	4412.18	4405.00	4407.24	490	0	50
2026.03.23	03:55:00	4407.25	4410.92	4403.90	4404.94	491	0	51
2026.03.23	03:56:00	4404.96	4407.36	4399.85	4402.57	553	0	54
2026.03.23	03:57:00	4402.42	4403.36	4389.25	4390.71	572	0	53
2026.03.23	03:58:00	4390.62	4393.90	4386.18	4392.10	544	0	48
2026.03.23	03:59:00	4392.28	4393.41	4381.00	4387.39	558	0	55
2026.03.23	04:00:00	4387.44	4389.41	4383.09	4387.31	584	0	52
2026.03.23	04:01:00	4386.96	4407.31	4385.39	4407.06	544	0	43
2026.03.23	04:02:00	4407.07	4418.28	4402.72	4415.68	572	0	52
2026.03.23	04:03:00	4415.72	4417.92	4409.48	4412.50	569	0	30
2026.03.23	04:04:00	4412.42	4419.86	4410.77	4417.05	557	0	53
2026.03.23	04:05:00	4417.00	4421.84	4413.30	4414.34	565	0	55
2026.03.23	04:06:00	4414.33	4419.05	4411.09	4415.07	536	0	52
2026.03.23	04:07:00	4415.07	4419.46	4413.25	4413.45	515	0	55
2026.03.23	04:08:00	4413.57	4416.68	4408.58	4411.84	543	0	54
2026.03.23	04:09:00	4411.87	4414.74	4406.43	4406.43	459	0	30
2026.03.23	04:10:00	4406.45	4409.10	4398.38	4409.10	512	0	52
2026.03.23	04:11:00	4409.03	4413.02	4409.03	4410.06	434	0	53
2026.03.23	04:12:00	4410.23	4410.88	4394.33	4395.58	479	0	41
2026.03.23	04:13:00	4395.59	4401.12	4389.72	4392.69	546	0	52
2026.03.23	04:14:00	4391.89	4396.14	4390.61	4395.60	541	0	54
2026.03.23	04:15:00	4395.64	4407.89	4393.99	4407.62	478	0	30
2026.03.23	04:16:00	4408.00	4416.70	4403.91	4414.83	484	0	30
2026.03.23	04:17:00	4414.82	4415.73	4406.49	4406.49	456	0	53
2026.03.23	04:18:00	4406.47	4406.50	4397.87	4400.62	447	0	30
2026.03.23	04:19:00	4401.09	4404.28	4398.97	4403.50	408	0	55
2026.03.23	04:20:00	4403.49	4412.63	4402.90	4412.44	499	0	50
2026.03.23	04:21:00	4412.37	4413.81	4410.02	4410.06	431	0	54
2026.03.23	04:22:00	4410.13	4412.50	4406.54	4407.45	493	0	51
2026.03.23	04:23:00	4407.43	4410.05	4403.73	4406.36	424	0	53
2026.03.23	04:24:00	4406.35	4408.10	4404.19	4404.29	304	0	30
2026.03.23	04:25:00	4404.30	4405.57	4401.13	4403.26	362	0	53
2026.03.23	04:26:00	4403.38	4413.96	4402.96	4412.07	473	0	51
2026.03.23	04:27:00	4412.12	4413.52	4404.60	4406.73	470	0	30
2026.03.23	04:28:00	4406.74	4406.74	4397.83	4399.04	478	0	51
2026.03.23	04:29:00	4399.06	4400.14	4396.86	4399.06	393	0	37
2026.03.23	04:30:00	4399.03	4400.67	4394.72	4400.47	555	0	30
2026.03.23	04:31:00	4400.42	4400.42	4388.02	4393.45	554	0	50
2026.03.23	04:32:00	4393.63	4393.63	4381.35	4383.83	536	0	32
2026.03.23	04:33:00	4383.86	4387.86	4383.21	4385.43	474	0	54
2026.03.23	04:34:00	4385.39	4388.70	4381.56	4388.28	514	0	54
2026.03.23	04:35:00	4388.25	4389.86	4383.16	4386.75	555	0	30
2026.03.23	04:36:00	4386.73	4391.46	4385.61	4387.32	489	0	46
2026.03.23	04:37:00	4387.33	4387.39	4372.88	4374.17	539	0	54
2026.03.23	04:38:00	4374.38	4375.21	4370.50	4374.38	518	0	54
2026.03.23	04:39:00	4374.34	4377.23	4370.50	4374.06	543	0	50
2026.03.23	04:40:00	4374.13	4374.64	4369.50	4370.12	518	0	51
2026.03.23	04:41:00	4370.09	4375.45	4370.09	4373.19	501	0	54
2026.03.23	04:42:00	4372.68	4375.19	4370.52	4375.05	468	0	54
2026.03.23	04:43:00	4374.84	4380.98	4373.12	4380.84	484	0	54
2026.03.23	04:44:00	4380.85	4385.34	4380.72	4384.67	454	0	50
2026.03.23	04:45:00	4384.53	4384.53	4371.43	4374.67	528	0	52
2026.03.23	04:46:00	4374.72	4374.72	4369.66	4369.99	497	0	49
2026.03.23	04:47:00	4370.24	4373.56	4369.71	4372.38	516	0	51
2026.03.23	04:48:00	4372.40	4376.18	4371.14	4375.73	454	0	50
2026.03.23	04:49:00	4375.66	4378.90	4372.35	4373.33	489	0	50
2026.03.23	04:50:00	4373.34	4379.87	4372.10	4374.20	473	0	51
2026.03.23	04:51:00	4374.17	4378.90	4373.61	4374.38	503	0	30
2026.03.23	04:52:00	4374.37	4374.37	4369.96	4371.10	487	0	52
2026.03.23	04:53:00	4371.01	4371.36	4355.04	4357.40	561	0	52
2026.03.23	04:54:00	4357.39	4362.76	4354.70	4359.82	564	0	53
2026.03.23	04:55:00	4359.85	4361.50	4357.20	4359.79	546	0	52
2026.03.23	04:56:00	4359.86	4366.29	4359.09	4364.07	509	0	53
2026.03.23	04:57:00	4364.09	4366.04	4361.80	4365.82	413	0	49
2026.03.23	04:58:00	4365.81	4370.04	4364.58	4367.53	483	0	30
2026.03.23	04:59:00	4367.39	4367.42	4359.70	4360.33	414	0	50
2026.03.23	05:00:00	4360.39	4368.82	4359.96	4364.78	511	0	53
2026.03.23	05:01:00	4364.86	4374.22	4363.35	4372.80	489	0	52
2026.03.23	05:02:00	4372.71	4377.67	4371.81	4377.63	467	0	55
2026.03.23	05:03:00	4377.61	4377.61	4367.87	4369.45	418	0	50
2026.03.23	05:04:00	4369.48	4370.32	4366.40	4366.93	457	0	51
2026.03.23	05:05:00	4366.97	4373.40	4366.80	4370.78	470	0	54
2026.03.23	05:06:00	4370.95	4373.76	4370.10	4372.49	468	0	54
2026.03.23	05:07:00	4372.46	4372.80	4367.07	4368.05	473	0	40
2026.03.23	05:08:00	4368.10	4370.74	4366.50	4366.91	436	0	51
2026.03.23	05:09:00	4366.95	4367.02	4354.33	4356.00	509	0	51
2026.03.23	05:10:00	4356.01	4356.61	4353.73	4355.23	492	0	51
2026.03.23	05:11:00	4355.35	4357.20	4352.46	4356.42	470	0	45
2026.03.23	05:12:00	4356.38	4356.45	4347.83	4348.04	499	0	51
2026.03.23	05:13:00	4348.02	4350.33	4347.93	4349.34	454	0	53
2026.03.23	05:14:00	4349.32	4351.20	4348.37	4349.37	458	0	50
2026.03.23	05:15:00	4349.37	4355.10	4349.37	4354.57	480	0	44
2026.03.23	05:16:00	4354.58	4358.17	4351.95	4356.98	471	0	35
2026.03.23	05:17:00	4357.00	4361.31	4352.75	4361.30	457	0	50
2026.03.23	05:18:00	4361.29	4361.44	4354.06	4355.63	443	0	53
2026.03.23	05:19:00	4355.64	4358.86	4353.33	4353.50	419	0	53
2026.03.23	05:20:00	4353.49	4364.87	4352.10	4363.51	515	0	54
2026.03.23	05:21:00	4363.53	4365.25	4360.58	4360.93	487	0	53
2026.03.23	05:22:00	4360.87	4361.29	4357.98	4358.65	432	0	54
2026.03.23	05:23:00	4358.61	4359.09	4353.25	4354.53	439	0	54
2026.03.23	05:24:00	4354.51	4357.73	4351.68	4354.90	460	0	53
2026.03.23	05:25:00	4354.92	4355.83	4350.09	4352.26	452	0	52
2026.03.23	05:26:00	4352.25	4356.26	4346.90	4355.49	535	0	55
2026.03.23	05:27:00	4355.48	4357.22	4352.66	4352.71	504	0	30
2026.03.23	05:28:00	4352.74	4352.98	4348.87	4351.65	437	0	51
2026.03.23	05:29:00	4351.70	4354.62	4350.40	4350.95	462	0	53
2026.03.23	05:30:00	4351.00	4358.83	4350.75	4358.62	436	0	52
2026.03.23	05:31:00	4358.64	4364.53	4355.76	4364.01	402	0	53
2026.03.23	05:32:00	4363.98	4364.31	4357.93	4358.12	369	0	53
2026.03.23	05:33:00	4358.11	4359.74	4354.05	4354.05	359	0	52
2026.03.23	05:34:00	4353.94	4359.50	4353.92	4359.15	360	0	52
2026.03.23	05:35:00	4359.18	4359.98	4353.25	4353.29	343	0	53
2026.03.23	05:36:00	4353.25	4353.36	4345.34	4346.50	478	0	44
2026.03.23	05:37:00	4346.51	4350.21	4345.02	4348.99	387	0	52
2026.03.23	05:38:00	4348.97	4350.68	4347.47	4348.04	363	0	30
2026.03.23	05:39:00	4348.03	4350.77	4345.28	4345.76	373	0	51
2026.03.23	05:40:00	4345.74	4347.85	4338.18	4338.43	442	0	52
2026.03.23	05:41:00	4338.54	4340.60	4336.39	4336.78	427	0	53
2026.03.23	05:42:00	4336.82	4338.49	4334.76	4337.41	398	0	54
2026.03.23	05:43:00	4337.43	4343.43	4337.27	4339.81	431	0	30
2026.03.23	05:44:00	4339.83	4342.07	4337.56	4341.92	328	0	30
2026.03.23	05:45:00	4341.86	4342.08	4336.93	4339.11	345	0	30
2026.03.23	05:46:00	4339.50	4347.89	4339.50	4345.81	404	0	51
2026.03.23	05:47:00	4346.00	4350.20	4345.77	4349.66	298	0	50
2026.03.23	05:48:00	4349.58	4350.07	4346.92	4349.64	343	0	49
2026.03.23	05:49:00	4349.67	4351.43	4349.27	4351.37	358	0	53
2026.03.23	05:50:00	4351.39	4351.47	4347.77	4350.35	357	0	45
2026.03.23	05:51:00	4350.36	4358.69	4350.19	4358.33	406	0	52
2026.03.23	05:52:00	4358.29	4360.13	4354.10	4354.10	409	0	52
2026.03.23	05:53:00	4354.11	4355.16	4351.34	4353.94	305	0	52
2026.03.23	05:54:00	4353.96	4354.06	4350.49	4350.49	302	0	37
2026.03.23	05:55:00	4350.51	4352.67	4350.35	4351.19	284	0	52
2026.03.23	05:56:00	4351.27	4352.39	4350.21	4351.03	277	0	54
2026.03.23	05:57:00	4351.04	4352.59	4348.74	4348.74	259	0	52
2026.03.23	05:58:00	4348.82	4352.74	4348.30	4352.41	287	0	53
2026.03.23	05:59:00	4352.42	4354.52	4350.87	4352.72	313	0	54
2026.03.23	06:00:00	4352.67	4369.65	4352.67	4367.68	499	0	53
2026.03.23	06:01:00	4367.50	4369.84	4362.76	4363.43	444	0	51
2026.03.23	06:02:00	4363.37	4364.87	4359.06	4359.62	381	0	54
2026.03.23	06:03:00	4359.63	4364.26	4358.94	4362.49	342	0	51
2026.03.23	06:04:00	4362.44	4364.95	4360.69	4362.38	337	0	52
2026.03.23	06:05:00	4362.39	4364.97	4361.59	4364.30	317	0	53
2026.03.23	06:06:00	4364.26	4369.53	4363.05	4369.40	383	0	30
2026.03.23	06:07:00	4369.39	4370.42	4367.54	4367.55	322	0	43
2026.03.23	06:08:00	4367.52	4370.03	4365.96	4366.62	339	0	30
2026.03.23	06:09:00	4366.63	4369.66	4366.24	4368.86	363	0	52
2026.03.23	06:10:00	4368.83	4369.60	4367.00	4367.07	338	0	55
2026.03.23	06:11:00	4367.05	4369.60	4366.32	4366.98	325	0	50
2026.03.23	06:12:00	4367.00	4368.06	4363.32	4363.38	274	0	52
2026.03.23	06:13:00	4363.37	4365.86	4363.02	4364.52	274	0	30
2026.03.23	06:14:00	4364.51	4365.29	4361.59	4363.51	323	0	43
2026.03.23	06:15:00	4363.54	4363.56	4361.28	4362.29	256	0	53
2026.03.23	06:16:00	4362.32	4368.27	4361.84	4368.27	314	0	51
2026.03.23	06:17:00	4368.63	4370.26	4368.26	4369.18	294	0	51
2026.03.23	06:18:00	4369.21	4369.29	4364.67	4367.38	349	0	51
2026.03.23	06:19:00	4367.37	4368.79	4366.26	4368.60	320	0	53
2026.03.23	06:20:00	4368.61	4368.94	4366.40	4366.90	252	0	54
2026.03.23	06:21:00	4366.93	4368.32	4366.33	4366.64	242	0	53
2026.03.23	06:22:00	4366.58	4368.09	4366.06	4367.78	254	0	55
2026.03.23	06:23:00	4368.05	4368.94	4367.50	4368.17	272	0	53
2026.03.23	06:24:00	4368.12	4369.91	4368.03	4369.91	212	0	40
2026.03.23	06:25:00	4369.97	4370.12	4367.95	4369.77	259	0	30
2026.03.23	06:26:00	4369.78	4370.21	4369.54	4369.89	225	0	50
2026.03.23	06:27:00	4369.90	4370.24	4365.92	4368.33	326	0	30
2026.03.23	06:28:00	4368.30	4370.03	4368.18	4369.24	222	0	51
2026.03.23	06:29:00	4369.21	4369.88	4367.90	4368.41	219	0	53
2026.03.23	06:30:00	4368.42	4368.42	4360.61	4363.47	437	0	30
2026.03.23	06:31:00	4363.66	4366.90	4363.66	4365.74	263	0	53
2026.03.23	06:32:00	4365.76	4367.00	4365.69	4366.91	117	0	52
2026.03.23	06:33:00	4366.90	4366.90	4360.53	4360.71	402	0	30
2026.03.23	06:34:00	4360.70	4366.30	4360.04	4366.08	363	0	52
2026.03.23	06:35:00	4366.07	4370.21	4365.68	4367.80	371	0	33
2026.03.23	06:36:00	4367.83	4381.60	4367.30	4374.63	484	0	30
2026.03.23	06:37:00	4374.58	4375.34	4371.58	4372.00	393	0	50
2026.03.23	06:38:00	4371.88	4374.58	4368.87	4374.53	337	0	30
2026.03.23	06:39:00	4374.47	4375.82	4373.09	4373.72	244	0	52
2026.03.23	06:40:00	4373.70	4374.63	4369.90	4371.44	287	0	41
2026.03.23	06:41:00	4371.43	4372.34	4371.19	4371.95	237	0	52
2026.03.23	06:42:00	4371.89	4373.19	4371.01	4372.65	200	0	54
2026.03.23	06:43:00	4372.72	4377.09	4372.36	4375.93	282	0	50
2026.03.23	06:44:00	4375.92	4377.67	4373.26	4375.22	235	0	50
2026.03.23	06:45:00	4375.28	4376.38	4374.40	4375.98	157	0	51
2026.03.23	06:46:00	4376.00	4376.34	4372.36	4373.69	283	0	30
2026.03.23	06:47:00	4373.71	4373.82	4369.72	4370.03	294	0	30
2026.03.23	06:48:00	4370.03	4371.54	4367.83	4369.31	269	0	30
2026.03.23	06:49:00	4369.45	4371.78	4367.91	4368.90	189	0	30
2026.03.23	06:50:00	4368.89	4368.89	4362.77	4363.09	332	0	52
2026.03.23	06:51:00	4363.08	4364.95	4362.55	4364.64	375	0	53
2026.03.23	06:52:00	4364.65	4364.90	4354.14	4354.89	353	0	54
2026.03.23	06:53:00	4355.00	4357.76	4351.00	4354.97	393	0	51
2026.03.23	06:54:00	4354.89	4354.89	4349.94	4354.03	358	0	54
2026.03.23	06:55:00	4354.00	4354.41	4352.32	4353.28	291	0	51
2026.03.23	06:56:00	4353.25	4363.54	4353.25	4362.82	312	0	30
